Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,stats_id,value_id
1310,Flavio Junior Bianchi,ITA,3,Genoa,Serie A,22.0,7,4,314,0.29,3.14,0.86,27.3,0.09,18.9,0.0,0.0,0.0,18.6,83.3,84.3,77.3,100.0,0.0,0.29,0.0,22.3,0.0,4.86,0.29,0.29,0.29,2.0,15.7,0.0,2.0,0.0,0.29,0.57,0.29,0.0,0.0,14.3,0.29,0.0,0.0,0.86,2.0,0.0,3.43,23.1,12.6,0.86,1.43,60.0,22.6,98.0,32.3,3.14,25.4,69.0,0.0,0.0,0.0,1.71,1.43,0.0,0.29,0.0,0.0,0.57,2.0,22.2,MF,1310,1310
1311,Hamed Junior Traorè,CIV,3,Sassuolo,Serie A,22.0,31,21,1775,0.36,2.59,1.12,43.1,0.14,16.3,0.0,0.0,0.0,32.7,78.3,87.8,84.2,54.1,0.1,1.78,0.2,41.7,0.46,7.92,1.83,1.37,2.34,5.43,35.4,1.57,3.45,0.36,0.46,0.71,0.61,0.46,24.3,20.7,1.32,0.2,0.0,1.27,3.05,0.91,9.59,27.8,25.0,2.49,4.82,51.6,46.4,292.0,173.3,2.39,41.3,86.2,0.15,0.0,0.0,1.78,1.73,0.15,1.37,0.0,0.0,0.3,0.81,27.3,MF,1311,1311
1312,Lago Junior,CIV,3,Mallorca,La Liga,31.0,6,1,177,0.0,3.0,0.5,16.7,0.0,16.3,0.0,0.0,0.0,13.5,56.3,77.8,45.5,20.0,0.0,0.0,0.0,24.0,0.0,6.5,0.0,2.0,0.0,4.0,16.0,0.5,1.5,0.0,1.5,0.0,0.0,1.0,66.7,19.0,0.0,0.0,0.0,1.5,3.0,1.0,7.0,14.0,25.0,2.5,4.0,62.5,32.0,182.0,129.5,4.0,34.5,72.6,0.0,0.0,0.0,3.0,3.5,0.0,2.0,0.0,0.0,4.0,4.5,47.1,MF,1312,1312
1313,Vinicius Júnior,BRA,3,Real Madrid,La Liga,21.0,35,30,2690,0.57,2.71,1.4,51.9,0.21,15.0,0.0,0.0,0.0,36.5,83.9,89.5,86.3,69.6,0.33,2.24,0.27,43.4,0.1,5.08,1.2,1.97,0.13,5.89,36.7,1.57,5.69,0.84,0.8,0.67,0.1,0.43,26.0,18.4,0.97,0.1,0.0,0.47,2.04,0.47,5.48,20.0,41.2,3.38,7.53,44.9,54.0,363.8,261.7,2.54,51.1,82.6,0.2,0.0,0.0,1.4,2.74,0.87,1.97,0.0,0.0,0.13,0.64,17.4,,1313,1313
1314,James Justin,ENG,1,Leicester City,Premier League,24.0,13,11,998,0.0,0.45,0.09,20.0,0.0,10.6,0.0,0.0,0.0,47.2,80.2,92.0,83.9,44.3,0.0,0.81,0.27,58.8,0.63,8.29,0.99,0.99,0.0,10.8,35.4,1.89,1.44,0.09,1.26,1.08,0.45,0.81,50.0,16.3,2.52,0.45,0.0,2.43,5.23,4.05,25.9,31.9,18.4,0.36,1.08,33.3,40.3,160.1,93.2,1.26,42.3,91.3,0.0,0.0,0.0,0.72,1.26,0.09,0.99,0.0,0.0,1.53,1.53,50.0,,1314,1314
1315,Jutglà,ESP,3,Barcelona,La Liga,23.0,6,4,301,0.3,3.03,1.21,40.0,0.1,16.6,0.0,0.0,0.0,29.7,81.0,91.0,77.4,83.3,0.0,1.52,0.61,36.7,0.3,4.55,0.3,1.21,0.0,4.85,29.7,0.61,2.73,0.3,0.0,0.3,0.61,0.3,33.3,13.6,0.91,0.3,0.0,0.61,1.52,0.0,3.03,21.2,25.2,0.61,1.52,40.0,31.8,164.2,74.8,1.52,39.4,79.8,0.3,0.0,0.0,1.52,2.73,0.3,1.21,0.0,0.0,1.21,0.91,57.1,,1315,1315
1316,Jens Jønsson,DEN,2,Cádiz,La Liga,29.0,22,17,1303,0.0,0.41,0.0,0.0,0.0,13.8,0.0,0.0,0.0,18.4,79.2,86.9,80.6,54.5,0.07,0.34,0.14,23.2,0.28,4.21,0.34,0.41,0.0,2.9,16.2,0.62,1.03,0.14,1.72,1.17,0.21,1.24,51.4,17.2,1.38,0.55,0.0,2.07,5.17,3.45,12.1,17.2,5.45,0.41,0.55,75.0,15.9,76.1,23.9,0.41,14.3,81.6,0.21,0.0,0.0,1.17,0.69,0.07,0.41,0.0,0.0,1.72,0.97,64.1,,1316,1316
1317,Mathias Jørgensen,DEN,1,Brentford,Premier League,32.0,8,6,518,0.17,0.34,0.17,50.0,0.5,6.9,0.0,0.0,0.0,42.6,74.4,88.6,76.3,51.6,0.0,0.52,0.52,57.2,1.38,5.52,1.21,1.38,0.17,2.24,37.8,2.59,1.03,0.0,0.69,0.69,0.52,1.03,66.7,9.31,1.38,0.17,0.0,1.72,3.62,5.17,28.1,27.6,13.4,0.0,0.0,0.0,29.5,156.7,105.0,0.34,33.4,95.1,0.34,0.0,0.0,1.55,0.17,0.0,1.38,0.0,0.0,3.1,1.38,69.2,,1317,1317
1318,Ozan Kabak,TUR,1,Norwich City,Premier League,22.0,11,11,922,0.0,0.39,0.2,50.0,0.0,15.0,0.0,0.0,0.0,33.4,82.4,82.1,91.2,63.4,0.0,0.0,0.0,40.6,1.27,7.25,1.08,0.0,0.0,5.49,30.4,0.88,0.98,0.0,0.59,0.59,0.1,0.39,44.4,9.22,1.86,1.18,0.0,2.16,3.43,7.35,31.9,20.4,1.57,1.37,1.76,77.8,31.3,165.8,92.9,0.59,31.4,96.1,0.2,0.0,0.0,1.18,1.27,0.0,0.0,0.2,0.0,2.84,1.96,59.2,,1318,1318
1319,Christian Kabasele,BEL,1,Watford,Premier League,31.0,16,12,1193,0.0,0.53,0.0,0.0,0.0,8.8,0.0,0.0,0.0,27.1,78.9,76.2,88.4,62.3,0.0,0.15,0.08,34.3,0.38,5.04,0.3,0.08,0.0,2.26,26.8,0.6,0.38,0.0,0.53,0.23,0.0,0.23,60.0,6.24,2.48,1.28,0.0,1.95,2.71,8.27,28.0,17.0,1.43,0.0,0.08,0.0,23.4,110.0,45.4,0.3,24.1,98.8,0.0,0.0,0.0,0.45,0.3,0.0,0.08,0.0,0.0,3.76,1.28,74.6,,1319,1319
1320,Issa Kaboré,BFA,1,Troyes,Ligue 1,21.0,31,26,2254,0.0,0.28,0.08,28.6,0.0,18.8,0.0,0.0,0.0,29.5,73.2,87.4,74.0,54.7,0.04,1.44,0.92,40.3,0.48,5.12,1.28,3.16,0.0,6.2,25.3,1.92,2.0,0.08,1.0,0.92,0.2,0.68,39.5,17.7,2.16,0.12,0.0,1.44,3.56,2.36,15.3,22.5,20.0,1.84,3.36,54.8,34.7,225.5,137.3,1.36,31.0,84.1,0.32,0.08,0.04,1.12,1.92,0.16,3.16,0.0,0.0,0.52,0.84,38.2,,1320,1320
1321,Anton Kade,GER,2,Hertha BSC,Bundesliga,18.0,4,0,77,0.0,1.11,1.11,100.0,0.0,13.6,0.0,0.0,0.0,23.3,67.7,81.8,76.9,20.0,0.0,0.0,0.0,34.4,0.0,6.67,0.0,2.22,0.0,1.11,17.8,1.11,0.0,0.0,3.33,2.22,0.0,1.11,25.0,47.8,1.11,0.0,0.0,3.33,8.89,1.11,15.6,20.0,24.4,0.0,5.56,0.0,28.9,115.6,87.8,1.11,23.3,75.0,0.0,0.0,0.0,2.22,2.22,0.0,2.22,0.0,0.0,2.22,3.33,40.0,DF,1321,1321
1322,Pavel Kade?ábek,CZE,1,Hoffenheim,Bundesliga,30.0,19,14,1195,0.08,0.83,0.15,18.2,0.09,9.9,0.0,0.0,0.0,38.1,74.4,83.0,77.1,61.3,0.15,1.5,0.75,51.2,0.38,6.77,0.45,3.23,0.0,4.21,31.6,1.58,2.33,0.3,0.53,0.38,0.3,0.53,46.7,10.2,1.8,0.38,0.0,1.05,2.26,2.78,14.6,25.0,23.2,0.0,0.15,0.0,28.6,147.0,90.8,0.08,36.6,85.6,0.38,0.0,0.0,1.35,0.75,0.15,3.23,0.0,0.0,3.61,2.41,60.0,,1322,1322
1323,Tino Kadewere,ZIM,3,Lyon,Ligue 1,26.0,15,3,506,0.18,3.21,1.25,38.9,0.06,12.8,0.0,0.0,0.0,24.3,81.4,92.4,76.0,50.0,0.0,1.25,0.36,29.8,0.0,5.71,0.71,1.25,0.0,2.68,24.1,0.71,2.14,0.0,0.54,0.89,0.54,0.71,36.4,22.3,1.96,0.0,0.0,1.25,3.21,0.18,4.64,20.0,23.0,1.25,1.96,63.6,28.0,142.0,81.1,1.96,31.1,66.9,0.0,0.18,0.0,1.07,0.89,0.54,1.25,0.0,0.0,0.89,2.86,23.8,,1323,1323
1324,Florian Kainz,AUT,2,Köln,Bundesliga,29.0,32,31,2320,0.16,1.55,0.54,35.0,0.1,19.9,0.19,0.0,0.0,24.9,60.5,75.3,73.1,37.1,0.16,1.71,0.54,41.2,2.13,7.48,2.64,4.26,2.95,11.2,27.4,1.82,3.06,0.58,0.31,0.85,0.23,0.81,45.7,11.8,1.67,0.12,0.0,1.98,3.37,1.09,8.68,23.1,25.1,1.28,2.64,48.5,34.8,208.4,103.8,1.09,32.4,81.2,0.12,0.04,0.04,1.67,1.94,0.04,4.26,0.0,0.0,0.62,0.81,43.2,FW,1324,1324
1325,Gaël Kakuta,COD,2,Lens,Ligue 1,30.0,29,20,1673,0.16,2.1,0.75,35.9,0.05,23.5,0.11,0.05,0.05,28.3,72.7,81.8,75.5,47.4,0.11,1.02,0.38,39.0,0.32,7.74,1.29,1.94,0.16,31.8,5.38,2.53,2.47,0.16,0.27,0.97,0.54,0.27,38.5,21.9,0.97,0.05,0.0,0.7,2.47,0.22,3.92,31.2,20.6,1.13,2.53,44.7,36.3,143.0,71.5,2.53,41.7,80.7,0.05,0.0,0.0,0.91,1.99,0.27,1.94,0.0,0.0,0.54,1.83,22.7,FW,1325,1325
1326,Sasa Kalajdzic,AUT,3,Stuttgart,Bundesliga,24.0,15,13,1221,0.44,2.65,0.96,36.1,0.14,12.5,0.0,0.07,0.15,19.6,69.9,79.3,67.9,54.1,0.07,0.51,0.07,28.1,0.0,10.7,0.44,0.44,0.0,2.5,18.1,1.18,2.5,0.22,0.0,0.37,0.15,0.07,20.0,17.9,0.66,0.07,0.0,0.51,1.03,0.81,1.99,23.0,16.5,0.44,1.03,42.9,19.8,70.1,26.8,1.03,29.9,61.6,0.15,0.0,0.0,0.96,1.47,0.15,0.44,0.0,0.0,6.03,4.19,59.0,,1326,1326
1327,Arnaud Kalimuendo,FRA,3,Paris S-G,Ligue 1,20.0,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,50.0,430.0,260.0,0.0,50.0,55.6,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,,1327,1327
1328,Arnaud Kalimuendo,FRA,3,Lens,Ligue 1,20.0,32,27,2148,0.5,2.51,1.21,48.3,0.17,16.6,0.0,0.08,0.08,16.9,82.4,83.8,88.7,69.0,0.0,0.75,0.13,20.5,0.04,4.64,0.17,0.59,0.0,3.14,16.6,0.79,1.97,0.17,0.04,0.17,0.21,0.17,36.4,14.1,0.33,0.04,0.0,0.33,0.75,0.04,1.38,14.6,19.7,0.79,2.26,35.2,24.4,131.4,68.1,2.85,26.4,59.5,0.04,0.04,0.0,0.59,1.67,0.5,0.59,0.0,0.0,0.33,1.63,17.0,,1328,1328
1329,Nikola Kalini?,CRO,3,Hellas Verona,Serie A,34.0,14,4,406,0.89,2.89,0.89,30.8,0.31,9.2,0.0,0.0,0.0,18.9,83.3,87.7,83.9,66.7,0.22,0.44,0.0,22.7,0.22,7.11,0.0,0.22,0.0,2.22,18.2,0.67,3.33,0.44,0.0,0.22,0.22,0.0,0.0,7.78,0.67,0.0,0.0,0.0,0.44,0.22,1.33,15.1,23.1,0.67,1.56,42.9,27.1,64.7,21.1,4.44,32.0,61.0,1.11,0.22,0.22,3.56,2.22,0.44,0.22,0.0,0.0,1.33,2.22,37.5,,1329,1329
1330,Yayah Kallon,SLE,3,Genoa,Serie A,20.0,15,5,636,0.0,1.55,0.14,9.1,0.0,17.9,0.0,0.0,0.0,16.8,65.7,72.2,67.2,43.8,0.14,0.56,0.14,25.5,0.0,8.17,0.28,2.11,0.0,19.7,3.24,1.55,3.38,0.56,0.56,0.56,0.7,0.42,27.3,19.9,1.69,0.14,0.0,1.13,2.96,0.85,5.21,15.6,22.8,1.83,2.68,68.4,31.1,176.3,104.4,2.96,25.6,57.4,0.42,0.0,0.0,2.68,2.11,0.42,2.11,0.0,0.0,0.7,2.39,22.7,MF,1330,1330
1331,Felix Kalu Nmecha,GER,2,Wolfsburg,Bundesliga,21.0,16,1,323,0.0,2.5,1.39,55.6,0.0,19.9,0.0,0.0,0.0,28.6,73.6,83.3,76.0,57.1,0.0,1.39,0.0,38.9,0.28,10.0,0.56,0.83,0.0,2.5,30.0,1.39,2.5,0.28,0.28,0.28,0.0,0.28,33.3,20.3,0.28,0.0,0.0,2.22,2.78,1.39,7.78,31.7,21.1,1.39,3.33,41.7,38.9,207.5,133.9,1.94,42.5,81.0,0.56,0.0,0.0,1.94,3.61,0.0,0.83,0.0,0.0,3.33,2.78,54.5,FW,1331,1331
1332,Samuel Kalu,NGA,3,Watford,Premier League,24.0,4,2,222,0.0,1.6,0.4,25.0,0.0,21.9,0.4,0.0,0.0,21.6,83.1,97.2,75.0,45.5,0.0,0.8,0.0,26.0,1.6,8.0,0.8,1.6,0.8,2.0,21.2,0.0,2.4,0.0,0.0,0.8,0.0,0.4,50.0,9.2,1.2,0.0,0.0,2.0,2.8,1.6,4.4,16.4,21.2,0.8,2.0,40.0,27.2,128.4,72.0,2.4,28.4,78.9,0.0,0.0,0.0,0.0,2.0,1.2,1.6,0.0,0.0,0.8,1.2,40.0,,1332,1332
1333,Samuel Kalu,NGA,3,Bordeaux,Ligue 1,24.0,11,3,328,0.28,3.61,2.22,61.5,0.08,21.3,0.28,0.0,0.0,25.0,76.3,90.2,76.7,55.6,0.28,1.11,0.28,32.8,0.56,6.94,2.5,3.06,1.67,2.22,28.9,0.83,2.78,0.56,1.67,0.83,0.56,0.56,50.0,12.5,0.56,0.0,0.0,0.56,3.61,0.28,6.67,21.4,25.0,3.61,5.28,68.4,41.7,244.4,148.6,4.17,36.1,83.3,0.28,0.0,0.0,1.39,1.94,0.0,3.06,0.0,0.0,0.56,1.67,25.0,MF,1333,1333
1334,Pierre Kalulu,FRA,1,Milan,Serie A,21.0,28,21,1944,0.05,0.23,0.09,40.0,0.2,21.5,0.0,0.0,0.0,47.0,88.0,92.2,91.4,75.7,0.09,0.51,0.28,53.5,1.67,4.31,0.74,0.97,0.0,7.08,42.1,0.93,1.06,0.19,1.94,0.79,0.23,0.93,76.9,16.7,2.08,0.74,0.0,2.36,5.32,5.74,30.8,30.4,8.24,0.14,0.42,33.3,40.6,259.5,122.3,0.37,40.0,97.4,0.19,0.0,0.0,0.74,0.37,0.09,0.97,0.0,0.0,1.39,1.71,44.8,,1334,1334
1335,Daichi Kamada,JPN,2,Eint Frankfurt,Bundesliga,25.0,32,23,2139,0.17,1.51,0.29,19.4,0.11,16.1,0.0,0.0,0.0,28.6,78.7,83.7,83.4,60.7,0.13,0.92,0.04,36.3,0.0,8.45,0.8,0.88,0.5,5.21,28.2,1.6,2.82,0.29,0.46,0.71,0.34,0.29,23.3,17.6,1.13,0.04,0.0,0.8,2.31,0.76,5.88,27.9,17.1,1.26,2.23,56.6,34.2,184.9,101.2,1.47,34.0,73.2,0.0,0.0,0.0,1.3,1.3,0.25,0.88,0.0,0.0,0.55,2.18,20.0,FW,1335,1335
1336,Boubacar Kamara,FRA,2,Marseille,Ligue 1,22.0,34,31,2778,0.03,0.71,0.1,13.6,0.05,19.5,0.0,0.0,0.0,71.3,90.8,94.8,93.3,76.5,0.0,0.49,0.1,78.5,1.72,11.8,2.59,0.39,0.0,9.9,64.5,1.52,1.42,0.06,1.26,1.2,0.16,0.78,46.2,15.0,1.36,0.42,0.0,2.1,4.72,3.2,22.9,55.7,14.1,0.45,0.65,70.0,59.9,235.3,112.0,0.91,68.2,96.0,0.16,0.0,0.0,1.42,1.46,0.0,0.39,0.03,0.0,1.65,1.36,54.8,DF,1336,1336
1337,Hassane Kamara,CIV,2,Nice,Ligue 1,28.0,11,7,544,0.0,2.0,0.17,8.3,0.0,17.1,0.0,0.0,0.0,40.0,80.8,90.1,86.8,37.1,0.0,1.17,0.67,49.5,0.5,6.0,0.67,2.5,0.0,38.3,6.5,1.17,1.17,0.17,1.17,1.0,0.67,1.17,70.0,14.8,1.67,0.33,0.0,2.17,5.0,2.0,13.8,33.0,21.3,0.67,1.33,50.0,45.7,221.2,133.3,2.0,44.7,88.4,0.33,0.0,0.0,1.5,1.17,0.5,2.5,0.0,0.0,0.67,2.33,22.2,DF,1337,1337
1338,Hassane Kamara,CIV,1,Watford,Premier League,28.0,19,18,1623,0.06,0.28,0.06,20.0,0.2,25.3,0.0,0.0,0.0,35.3,70.3,84.5,77.7,33.8,0.0,0.5,0.22,50.3,0.61,8.33,0.72,1.06,0.0,32.8,4.78,2.17,1.17,0.0,2.11,1.0,0.28,1.33,60.0,16.7,1.83,0.28,0.0,5.22,8.61,4.78,29.5,28.6,10.1,1.0,1.89,52.9,33.8,181.2,84.0,0.5,28.3,92.4,0.28,0.06,0.06,1.5,0.94,0.0,1.06,0.06,0.0,2.28,0.72,75.9,,1338,1338
1339,Dimitrije Kamenovi?,SRB,1,Lazio,Serie A,21.0,1,0,45,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,76.2,60.0,88.9,71.4,0.0,0.0,0.0,42.0,6.0,8.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,10.0,0.0,0.0,0.0,2.0,4.0,6.0,26.0,28.0,4.0,0.0,0.0,0.0,20.0,70.0,12.0,2.0,20.0,90.9,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,,1339,1339
1340,Kevin Kampl,SVN,2,RB Leipzig,Bundesliga,31.0,27,25,1899,0.0,0.38,0.09,25.0,0.0,20.3,0.0,0.0,0.0,64.3,91.1,94.4,93.4,77.1,0.05,1.0,0.05,70.6,2.56,12.7,0.57,0.24,0.0,8.48,60.2,1.23,1.66,0.14,0.71,1.04,0.24,0.38,21.6,18.2,1.18,0.28,0.0,1.85,3.84,1.94,17.3,52.0,15.3,0.66,1.04,63.6,60.0,312.3,144.9,0.76,59.3,95.6,0.19,0.0,0.0,1.9,0.76,0.0,0.24,0.05,0.0,0.47,0.76,38.5,,1340,1340
1341,Jean-Armel Kana-Biyik,CMR,1,Metz,Ligue 1,32.0,10,8,664,0.0,0.14,0.0,0.0,0.0,14.0,0.0,0.0,0.0,37.4,88.5,90.5,95.3,66.7,0.0,0.0,0.0,42.3,1.35,1.76,0.41,0.0,0.0,7.84,32.8,0.81,0.14,0.0,1.35,0.54,0.0,0.68,41.7,9.46,2.16,0.81,0.0,3.51,5.41,7.97,35.1,19.7,0.81,0.27,0.41,66.7,32.6,138.4,55.0,0.27,31.6,98.7,0.14,0.0,0.0,0.54,1.08,0.0,0.0,0.0,0.0,0.95,0.68,58.3,,1341,1341
1342,Nordine Kandil,FRA,2,Strasbourg,Ligue 1,20.0,5,0,90,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,49.0,73.1,87.5,66.7,71.4,1.0,2.0,0.0,67.0,1.0,7.0,0.0,3.0,2.0,63.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,100.0,19.0,1.0,1.0,0.0,1.0,2.0,2.0,11.0,40.0,43.0,1.0,7.0,14.3,69.0,380.0,193.0,5.0,68.0,89.5,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,FW,1342,1342
1343,Harry Kane,ENG,3,Tottenham,Premier League,28.0,37,36,3232,0.47,3.65,1.42,38.9,0.1,16.9,0.22,0.11,0.11,18.4,69.2,77.2,74.5,63.5,0.25,1.14,0.22,26.5,0.19,7.08,1.06,1.11,0.0,2.56,20.7,1.78,3.26,0.58,0.08,0.31,0.14,0.22,32.0,10.5,0.61,0.25,0.03,0.19,0.72,1.31,4.15,20.4,18.4,1.73,2.84,60.8,27.9,147.4,69.1,2.03,30.8,63.0,0.14,0.0,0.0,1.28,1.95,0.47,1.11,0.0,0.0,2.65,2.95,47.3,,1343,1343
1344,Lee Kangin,KOR,2,Mallorca,La Liga,21.0,30,15,1411,0.06,2.23,0.83,37.1,0.03,24.7,0.45,0.0,0.0,27.0,72.1,89.8,74.2,36.7,0.13,0.83,0.13,37.5,2.04,8.09,2.36,1.59,3.25,31.1,3.95,0.89,3.06,0.19,0.25,0.38,0.13,0.38,23.1,14.9,0.96,0.06,0.0,0.83,1.59,0.64,6.24,25.8,22.0,2.17,3.76,57.6,37.3,158.2,69.4,2.74,34.9,80.8,0.25,0.06,0.06,1.72,2.68,0.06,1.59,0.0,0.06,0.83,2.87,22.4,FW,1344,1344
1345,N'Golo Kanté,FRA,2,Chelsea,Premier League,31.0,26,21,1773,0.1,0.86,0.46,52.9,0.12,18.6,0.0,0.0,0.0,56.7,87.1,90.5,88.3,78.4,0.2,1.52,0.0,65.1,0.36,9.9,0.96,0.56,0.0,6.9,56.4,2.18,3.1,0.66,1.12,1.12,0.66,0.96,50.0,19.5,1.88,0.1,0.0,2.23,5.13,1.57,14.9,41.8,26.1,1.57,2.34,67.4,56.7,297.3,169.9,1.73,58.6,92.9,0.1,0.0,0.0,1.52,1.32,0.0,0.56,0.0,0.0,0.91,0.96,48.6,,1345,1345
1346,Stefanos Kapino,GRE,4,Arminia,Bundesliga,28.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,64.5,0.0,100.0,45.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,6.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0,17.0,137.0,88.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1346,1346
1347,Atakan Karazor,GER,2,Stuttgart,Bundesliga,25.0,24,23,1898,0.0,0.43,0.09,22.2,0.0,25.7,0.0,0.0,0.0,41.2,84.1,87.8,90.0,68.8,0.05,0.47,0.05,49.1,2.23,10.0,0.95,0.14,0.0,6.54,37.3,1.09,1.61,0.09,0.71,1.42,0.14,0.76,44.4,20.1,2.61,0.81,0.0,2.09,4.36,5.21,19.8,37.3,7.44,0.57,1.14,50.0,35.2,133.7,67.3,0.95,35.5,92.7,0.43,0.05,0.05,1.9,2.18,0.0,0.14,0.0,0.0,2.94,1.99,59.6,,1347,1347
1348,Rick Karsdorp,NED,1,Roma,Serie A,27.0,36,32,2883,0.0,0.06,0.03,50.0,0.0,24.3,0.0,0.0,0.0,46.9,82.0,88.6,86.8,66.5,0.06,1.88,0.69,57.2,0.44,4.34,1.19,2.75,0.0,1.69,46.4,1.97,2.47,0.16,1.13,0.53,0.25,0.84,56.3,10.4,0.91,0.16,0.0,1.66,3.56,2.28,17.9,29.3,19.2,0.34,0.78,44.0,40.2,172.6,85.8,0.22,41.2,93.1,0.28,0.03,0.03,0.84,0.44,0.0,2.75,0.03,0.0,0.22,0.38,36.8,,1348,1348
1349,Denso Kasius,NED,1,Bologna,Serie A,19.0,7,1,180,0.0,1.0,0.5,50.0,0.0,21.6,0.0,0.0,0.0,51.5,85.1,94.5,84.6,77.8,0.0,1.5,0.5,60.5,0.0,10.5,0.5,3.5,0.0,6.5,42.5,1.0,4.0,0.0,2.5,2.0,0.5,1.0,40.0,19.5,3.0,0.0,0.0,2.5,7.5,3.0,22.0,38.0,28.0,1.5,4.0,37.5,50.0,321.0,206.5,1.0,48.0,92.3,0.0,0.0,0.0,0.5,2.0,0.0,3.5,0.0,0.0,1.0,1.5,40.0,,1349,1349
1350,Grigoris Kastanos,CYP,2,Salernitana,Serie A,24.0,27,16,1348,0.07,1.87,0.53,28.6,0.04,21.9,0.13,0.0,0.0,28.8,72.4,82.3,82.9,50.5,0.07,1.2,0.13,39.8,2.07,8.87,1.6,1.13,2.2,28.3,8.07,1.73,4.0,0.47,0.8,1.0,0.33,0.27,19.0,18.2,1.6,0.33,0.0,2.2,4.33,1.67,11.0,25.9,20.0,1.27,2.07,61.3,34.1,175.1,101.5,1.4,32.2,86.6,0.27,0.07,0.0,2.07,2.53,0.13,1.13,0.0,0.0,1.6,0.8,66.7,FW,1350,1350
1351,Silas Katompa,COD,2,Stuttgart,Bundesliga,23.0,9,3,277,0.0,0.65,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.9,63.5,75.0,64.7,40.0,0.0,0.32,0.32,20.3,0.0,2.9,0.97,1.94,0.0,2.58,15.2,1.61,0.65,0.32,1.29,0.0,0.0,0.65,33.3,20.3,1.61,0.0,0.0,0.97,2.26,0.97,9.03,18.4,17.7,2.58,5.81,44.4,32.9,118.4,56.8,5.16,26.5,67.8,0.0,0.0,0.0,1.29,2.58,0.97,1.94,0.0,0.0,0.32,0.97,25.0,FW,1351,1351
1352,Noah Katterbach,GER,1,Köln,Bundesliga,21.0,1,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,5.0,0.0,35.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,25.0,30.0,5.0,10.0,50.0,50.0,105.0,40.0,0.0,30.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,,1352,1352
1353,Eiji Kawashima,JPN,4,Strasbourg,Ligue 1,39.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,90.3,100.0,100.0,70.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,17.0,68.0,42.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1353,1353
