,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id,predicted_value
1272,Jason,0,ESP,2,DF,Valencia,La Liga,27,5.0,1.0,75.0,0.0,2.5,0.0,0.0,0.0,23.3,0.0,0.0,0.0,30.0,77.4,88.9,90.9,60.0,0.0,3.75,0.0,38.8,1.25,3.75,3.75,3.75,1.25,2.5,30.0,0.0,6.25,0.0,1.25,0.0,1.25,0.0,0.0,30.0,2.5,0.0,0.0,2.5,5.0,1.25,16.3,21.3,32.5,1.25,3.75,33.3,37.5,337.5,218.8,3.75,36.3,80.6,2.5,0.0,0.0,3.75,5.0,0.0,3.75,0.0,0.0,1.25,2.5,33.3,1273,1273,321611836.9679066
1273,Dennis Jastrzembski,400000,POL,1,FW,Hertha BSC,Bundesliga,22,8.0,1.0,225.0,0.0,0.4,0.0,0.0,0.0,16.5,0.0,0.0,0.0,27.6,64.5,75.6,58.7,58.8,0.0,0.8,0.0,42.8,0.4,4.4,1.2,3.2,1.6,23.6,5.2,4.4,2.0,0.0,0.4,0.4,0.0,0.8,33.3,18.4,1.2,0.0,0.0,0.8,1.6,1.6,14.4,24.0,21.6,2.0,4.4,45.5,31.6,176.0,74.4,2.4,28.8,75.8,0.4,0.0,0.0,1.2,1.6,0.0,3.2,0.0,0.0,1.6,0.8,66.7,1274,1274,140798906.42076963
1274,Luis Javier Suárez,0,COL,3,N/A,Granada,La Liga,24,36.0,33.0,2782.0,0.26,2.78,0.87,31.4,0.09,16.7,0.03,0.0,0.03,14.5,66.2,76.2,67.9,44.8,0.13,0.78,0.29,21.9,0.03,6.41,0.84,1.62,0.0,4.21,14.4,1.0,2.07,0.23,0.16,0.32,0.36,0.19,25.0,14.7,0.97,0.1,0.0,0.45,1.29,0.91,2.94,16.7,18.0,1.13,2.3,49.3,23.7,129.4,76.2,1.49,25.8,60.6,0.19,0.0,0.0,1.46,1.29,0.16,1.62,0.0,0.0,2.01,4.6,30.4,1275,1275,1319373329.4454038
1275,Corentin Jean,0,FRA,3,DF,Lens,Ligue 1,26,17.0,1.0,255.0,0.36,2.5,0.71,28.6,0.14,16.0,0.0,0.0,0.0,32.5,75.2,82.8,86.8,41.2,0.0,0.71,0.36,43.2,0.36,6.07,2.14,2.14,0.71,5.71,28.9,1.79,2.5,0.0,1.43,1.43,0.36,1.07,60.0,17.5,2.14,0.0,0.0,0.0,3.21,1.79,7.86,27.1,26.8,0.36,1.43,25.0,33.6,115.4,43.9,1.43,38.9,70.3,0.71,0.0,0.0,2.5,1.79,0.71,2.14,0.0,0.0,1.43,3.21,30.8,1276,1276,560845835.8053247
1276,Jemerson,0,BRA,1,N/A,Metz,Ligue 1,29,15.0,15.0,1202.0,0.0,0.37,0.15,40.0,0.0,9.7,0.0,0.0,0.0,30.5,86.1,92.4,91.8,66.7,0.0,0.07,0.07,35.4,1.87,4.63,1.04,0.07,0.0,8.81,24.0,0.75,0.3,0.07,2.54,0.75,0.0,1.04,60.9,17.2,2.31,0.6,0.0,2.61,5.9,5.75,29.6,18.6,1.04,0.15,0.22,66.7,26.1,124.7,66.0,0.3,25.9,96.1,0.22,0.15,0.0,1.34,0.52,0.0,0.07,0.07,0.0,1.34,1.72,43.9,1277,1277,215046929.5798942
1277,Fredrik Jensen,250000000,FIN,2,FW,Augsburg,Bundesliga,24,12.0,2.0,418.0,0.0,1.3,0.22,16.7,0.0,19.8,0.0,0.0,0.0,13.5,54.9,72.5,38.7,47.8,0.22,1.52,0.65,24.6,0.22,4.35,1.3,2.61,1.09,1.3,18.0,1.52,1.74,0.22,0.43,0.65,0.22,1.09,55.6,15.4,1.96,0.22,0.0,0.87,2.17,1.09,5.43,13.5,17.6,0.43,0.65,66.7,18.3,120.7,72.2,0.65,19.1,52.7,0.0,0.0,0.0,0.65,0.43,0.0,2.61,0.0,0.0,1.96,4.13,32.1,1278,1278,150603719.3905275
1278,Mathias Jensen,1400000000,DEN,2,N/A,Brentford,Premier League,26,31.0,19.0,1601.0,0.0,1.07,0.34,31.6,0.0,21.0,0.0,0.0,0.0,31.3,72.4,86.3,78.0,57.6,0.06,1.46,0.67,43.3,2.02,6.97,3.65,1.8,2.7,8.93,31.4,1.74,3.2,0.17,0.67,0.96,0.28,1.07,31.1,25.6,1.85,0.22,0.0,1.85,3.76,1.8,11.4,28.3,17.1,0.67,1.12,60.0,30.7,143.2,69.5,1.18,31.3,81.6,0.0,0.0,0.0,1.12,0.56,0.17,1.8,0.0,0.0,0.56,1.01,35.7,1279,1279,565119455.8772354
1279,Moritz Jenz,550000000,GER,1,N/A,Lorient,Ligue 1,23,17.0,16.0,1381.0,0.07,0.52,0.07,12.5,0.13,7.1,0.0,0.0,0.0,38.3,85.7,89.5,92.4,72.0,0.0,0.0,0.0,44.7,1.31,4.58,1.57,0.0,0.0,11.8,30.1,0.46,0.59,0.0,1.37,0.65,0.13,0.78,50.0,11.3,2.09,0.85,0.0,2.16,4.31,7.52,29.0,27.8,2.48,0.13,0.13,100.0,32.3,183.0,98.0,0.2,36.2,98.1,0.33,0.07,0.07,1.7,0.2,0.0,0.0,0.07,0.13,2.16,1.44,60.0,1280,1280,307338698.3349338
1280,Gabriel Jesus,7500000000,BRA,3,N/A,Manchester City,Premier League,25,28.0,21.0,1877.0,0.38,3.01,1.0,33.3,0.11,13.2,0.0,0.05,0.05,30.5,84.2,89.7,84.6,70.0,0.38,1.48,0.29,36.3,0.05,6.7,0.38,1.29,0.0,4.59,29.4,1.29,3.73,0.86,0.24,0.29,0.62,0.29,24.0,14.1,1.2,0.05,0.0,0.86,2.01,0.77,4.16,17.7,30.3,1.91,2.92,65.6,39.7,190.6,97.4,2.2,38.1,72.2,0.05,0.0,0.0,1.44,1.48,0.48,1.29,0.0,0.0,1.0,1.96,33.9,1281,1281,5821412883.230067
1281,Juan Jesus,400000000,BRA,1,N/A,Napoli,Serie A,30,21.0,14.0,1278.0,0.07,0.28,0.07,25.0,0.25,8.3,0.0,0.0,0.0,53.0,89.4,93.1,94.9,71.1,0.0,0.14,0.0,59.3,2.18,5.56,0.56,0.14,0.0,48.6,8.31,0.99,0.77,0.0,0.85,1.2,0.0,0.63,56.3,10.9,2.04,1.13,0.0,1.27,3.31,8.73,33.2,36.4,1.48,0.14,0.21,66.7,44.1,244.4,102.2,0.0,45.9,97.9,0.07,0.0,0.0,1.06,0.14,0.14,0.14,0.0,0.07,2.11,1.9,52.6,1282,1282,415543594.1834064
1282,Álvaro Jiménez,0,ESP,2,FW,Cádiz,La Liga,27,9.0,1.0,234.0,0.0,0.77,0.38,50.0,0.0,16.2,0.0,0.0,0.0,15.4,55.6,73.3,50.0,40.0,0.0,1.54,0.77,27.7,0.0,5.38,2.69,6.54,1.15,4.23,20.4,0.38,1.92,0.0,1.54,1.54,0.0,1.15,60.0,23.1,1.15,0.0,0.0,0.77,3.85,0.38,6.15,15.4,25.0,2.31,5.0,46.2,28.8,193.8,123.5,1.15,26.9,72.2,0.0,0.0,0.0,1.54,3.46,0.0,6.54,0.0,0.0,1.15,1.15,50.0,1283,1283,93594726.8348063
1283,Raúl Jiménez,900000000,MEX,3,N/A,Wolves,Premier League,31,34.0,30.0,2631.0,0.21,1.95,0.51,26.3,0.09,16.1,0.03,0.03,0.03,19.1,71.5,77.7,76.1,57.7,0.14,0.62,0.14,26.7,0.0,7.88,0.51,0.68,0.0,1.34,21.3,1.37,2.29,0.51,0.14,0.62,0.38,0.14,19.0,15.2,1.23,0.27,0.03,0.65,1.78,1.23,3.94,23.0,17.0,1.3,3.18,40.9,27.8,108.4,56.0,2.26,30.4,63.3,0.31,0.07,0.07,1.88,1.99,0.79,0.68,0.0,0.0,2.53,3.18,44.3,1284,1284,1326960011.461288
1284,Joaquín,150000000,ESP,3,MF,Betis,La Liga,40,21.0,2.0,471.0,0.0,2.12,0.77,36.4,0.0,14.9,0.0,0.0,0.0,40.4,78.1,89.2,80.2,51.1,0.19,2.31,0.19,51.7,1.92,7.5,3.08,2.88,4.81,1.73,46.7,1.54,5.96,0.38,0.58,0.38,0.0,0.58,50.0,9.62,1.73,0.38,0.0,1.15,2.12,1.73,8.27,26.2,35.8,3.65,5.96,61.3,46.9,270.2,180.0,2.12,44.6,80.8,0.0,0.0,0.0,0.19,1.73,0.0,2.88,0.0,0.0,0.58,2.31,20.0,1285,1285,545412902.3117664
1285,Joelinton,3800000000,BRA,2,FW,Newcastle Utd,Premier League,25,35.0,30.0,2558.0,0.14,1.62,0.49,30.4,0.09,16.9,0.0,0.0,0.0,26.2,79.2,84.2,80.4,69.9,0.04,0.67,0.14,33.1,0.0,10.6,0.35,0.63,0.0,5.25,22.3,1.44,2.25,0.21,1.16,0.99,0.39,0.81,41.1,21.5,2.36,0.42,0.0,1.69,4.23,2.89,11.2,25.1,17.0,1.16,2.32,50.0,31.8,160.0,88.9,2.43,30.6,78.7,0.28,0.0,0.0,2.78,1.69,0.11,0.63,0.0,0.0,3.73,3.77,49.8,1286,1286,2545035059.8625298
1286,Jofre,0,ESP,2,DF,Espanyol,La Liga,20,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,100.0,50.0,66.7,5.0,10.0,10.0,40.0,0.0,5.0,10.0,15.0,0.0,0.0,35.0,0.0,20.0,10.0,0.0,0.0,5.0,5.0,100.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,55.0,0.0,0.0,0.0,50.0,585.0,410.0,0.0,55.0,78.6,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,5.0,0.0,100.0,1287,1287,-161728.1912283632
1287,Marco John,0,GER,1,N/A,Hoffenheim,Bundesliga,20,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,93.8,100.0,83.3,100.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,4.0,0.0,8.0,22.0,12.0,0.0,0.0,0.0,20.0,172.0,138.0,0.0,20.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1288,1288,89807211.28055575
1288,Dennis Johnsen,0,NOR,3,MF,Venezia,Serie A,24,26.0,17.0,1445.0,0.06,0.87,0.31,35.7,0.07,15.7,0.0,0.0,0.0,12.1,60.4,68.1,65.2,56.4,0.12,1.12,0.43,20.1,0.0,4.72,0.87,2.36,0.06,1.43,17.1,1.8,2.05,0.12,0.56,0.25,0.06,0.31,22.7,15.5,0.99,0.06,0.0,0.56,1.43,0.75,5.28,12.5,17.8,1.55,4.16,37.3,24.9,128.0,81.2,1.68,23.5,61.1,0.12,0.0,0.0,0.5,0.87,0.81,2.36,0.0,0.0,0.5,1.3,27.6,1289,1289,307485795.62024015
1289,Ben Johnson,1200000000,ENG,1,N/A,West Ham,Premier League,22,20.0,16.0,1397.0,0.06,0.32,0.06,20.0,0.2,23.6,0.0,0.0,0.0,34.1,69.7,87.3,73.3,47.6,0.0,1.16,0.84,48.9,0.39,4.77,2.0,2.58,0.0,5.94,30.6,1.61,1.03,0.13,0.9,0.77,0.26,1.1,56.7,11.1,3.16,0.65,0.06,1.61,3.55,6.06,22.1,26.6,15.0,0.58,1.03,56.3,32.7,151.9,65.9,0.84,32.6,92.3,0.06,0.0,0.0,0.71,0.32,0.0,2.58,0.0,0.0,1.16,1.23,48.6,1290,1290,444899902.0830623
1290,Curtis Jones,1700000000,ENG,2,N/A,Liverpool,Premier League,21,15.0,10.0,851.0,0.11,2.0,0.74,36.8,0.05,22.1,0.0,0.0,0.0,56.2,90.4,95.3,93.1,73.5,0.11,1.05,0.0,62.2,0.63,9.47,1.37,0.21,0.42,7.05,52.7,1.16,2.74,0.21,0.32,0.84,0.11,0.21,22.2,22.3,0.53,0.0,0.0,1.05,2.32,1.16,8.84,44.1,25.6,1.89,2.95,64.3,59.2,325.3,156.8,2.21,59.3,91.4,0.0,0.0,0.0,1.26,2.74,0.11,0.21,0.0,0.0,0.74,1.05,41.2,1291,1291,1837597564.4037068
1291,Phil Jones,200000000,ENG,1,N/A,Manchester Utd,Premier League,30,4.0,2.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,89.9,91.7,95.5,75.0,0.0,0.0,0.0,43.9,0.0,3.89,0.0,0.0,0.0,5.56,34.4,0.0,1.11,0.0,2.22,0.56,0.56,1.67,75.0,12.8,1.67,1.67,0.0,2.78,6.11,10.0,26.1,28.3,3.89,0.0,0.0,0.0,35.6,157.8,78.3,0.0,35.0,100.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.56,0.0,100.0,1292,1292,112229017.94883548
1292,Frenkie de Jong,6000000000,NED,2,N/A,Barcelona,La Liga,25,32.0,30.0,2476.0,0.11,0.62,0.25,41.2,0.18,13.8,0.0,0.0,0.0,54.9,89.9,92.8,91.3,85.0,0.11,1.31,0.07,61.1,0.91,11.1,1.71,0.8,0.25,3.45,55.0,1.02,2.65,0.29,0.25,0.65,0.36,0.22,26.1,11.6,0.95,0.15,0.0,1.13,2.4,1.35,11.9,43.3,20.4,0.95,1.42,66.7,50.5,291.6,173.9,1.2,54.7,89.7,0.25,0.04,0.04,0.98,1.89,0.22,0.8,0.0,0.0,1.16,0.84,58.2,1293,1293,4802971990.096305
1293,Luuk de Jong,400000000,NED,3,N/A,Barcelona,La Liga,31,21.0,6.0,654.0,0.82,3.56,1.23,34.6,0.23,9.9,0.0,0.0,0.0,19.3,74.2,78.6,68.0,83.3,0.0,0.27,0.0,26.0,0.0,7.95,0.0,0.0,0.0,5.62,15.6,1.37,0.68,0.0,0.0,0.82,0.55,0.14,33.3,13.8,0.41,0.14,0.0,0.41,1.78,1.78,4.25,21.1,17.4,0.55,0.96,57.1,23.2,61.6,24.0,2.47,30.8,67.0,0.14,0.0,0.0,1.23,2.05,0.82,0.0,0.0,0.0,4.93,3.01,62.1,1294,1294,260012100.513763
1294,Joan Jordán,1200000000,ESP,2,N/A,Sevilla,La Liga,27,36.0,31.0,2514.0,0.0,0.57,0.04,6.3,0.0,21.1,0.04,0.0,0.0,58.0,87.8,91.7,89.9,80.9,0.04,0.79,0.11,66.0,1.9,9.86,3.37,0.72,0.18,8.71,53.5,1.54,1.86,0.14,0.79,1.22,0.25,1.0,44.4,17.8,1.08,0.22,0.0,1.54,3.8,1.97,16.6,43.9,17.3,0.72,1.11,64.5,51.9,197.6,87.0,0.9,56.5,94.6,0.32,0.0,0.0,2.44,1.25,0.04,0.72,0.0,0.0,0.65,0.86,42.9,1295,1295,1183264161.2904234
1295,Kaio Jorge,300000000,BRA,2,FW,Juventus,Serie A,20,9.0,0.0,121.0,0.0,3.85,0.77,20.0,0.0,11.1,0.0,0.0,0.0,22.3,76.3,80.0,66.7,100.0,0.0,0.0,0.0,29.2,0.0,7.69,0.0,0.77,0.0,3.08,23.8,0.77,3.85,0.0,0.0,2.31,0.0,0.0,0.0,18.5,0.77,0.0,0.0,0.0,2.31,1.54,6.15,20.0,23.8,0.77,1.54,50.0,32.3,107.7,24.6,2.31,37.7,57.6,0.0,0.0,0.0,3.08,3.85,1.54,0.77,0.0,0.0,0.0,2.31,0.0,1296,1296,60991166.466284096
1296,Jorginho,3500000000,ITA,2,N/A,Chelsea,Premier League,30,29.0,26.0,2273.0,0.24,0.36,0.08,22.2,0.0,29.7,0.0,0.24,0.28,65.8,89.7,92.5,92.6,71.6,0.08,1.38,0.0,73.4,1.94,12.8,0.83,0.12,0.0,5.1,65.5,2.09,2.37,0.32,1.19,1.26,0.24,0.91,30.3,19.3,1.38,0.24,0.0,2.37,5.06,2.45,18.5,51.0,17.9,0.51,0.67,76.5,57.8,226.5,112.4,0.87,61.8,96.3,0.2,0.0,0.0,1.54,1.74,0.0,0.12,0.0,0.0,0.79,1.19,40.0,1297,1297,2594783733.929453
1297,Josan,100000000,ESP,1,MF,Elche,La Liga,32,31.0,10.0,1211.0,0.15,0.89,0.3,33.3,0.17,15.2,0.0,0.0,0.0,28.1,70.5,81.3,76.9,45.3,0.22,1.63,0.89,39.9,0.52,5.78,1.04,4.37,0.22,5.48,26.4,1.7,2.07,0.22,1.48,0.59,0.15,1.19,42.1,11.6,1.63,0.3,0.0,1.33,3.56,2.0,13.7,22.5,19.9,1.78,3.11,57.1,33.6,212.8,120.4,1.48,30.6,84.6,0.15,0.0,0.0,0.96,2.22,0.3,4.37,0.0,0.0,0.52,1.48,25.9,1298,1298,425808081.60324585
1298,Willian José,700000000,BRA,3,N/A,Betis,La Liga,30,32.0,19.0,1604.0,0.51,1.8,0.45,25.0,0.19,18.5,0.17,0.17,0.17,23.2,77.6,85.3,78.8,58.2,0.22,0.45,0.06,29.9,0.0,8.82,1.29,0.34,0.0,2.13,25.0,1.35,2.42,0.34,0.06,0.56,0.28,0.11,18.2,12.6,0.45,0.11,0.0,0.45,1.35,1.12,3.88,21.0,16.6,0.45,1.01,44.4,26.4,113.8,46.0,1.63,29.8,67.8,0.11,0.0,0.0,0.73,1.29,0.34,0.34,0.0,0.0,1.18,2.47,32.3,1299,1299,527029748.5009893
1299,Joselu,600000000,ESP,3,N/A,Alavés,La Liga,32,37.0,35.0,3122.0,0.4,2.59,0.95,36.7,0.09,18.0,0.09,0.17,0.2,19.8,61.2,72.4,57.2,42.2,0.12,0.52,0.12,32.3,0.0,13.6,0.58,1.15,0.06,4.58,14.1,1.24,2.05,0.26,0.0,0.35,0.14,0.17,21.4,13.3,0.75,0.14,0.0,0.32,0.81,1.56,3.49,22.4,18.9,0.46,1.38,33.3,18.7,55.8,18.9,1.12,33.7,66.0,0.0,0.0,0.0,1.35,1.84,0.32,1.15,0.0,0.0,9.05,4.93,64.7,1300,1300,1071774134.0853447
1300,Josema,0,ESP,1,N/A,Elche,La Liga,25,6.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,59.0,75.0,69.2,33.3,0.0,0.0,0.0,30.5,2.0,5.0,0.0,1.0,0.0,19.5,1.5,4.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,10.5,0.5,0.5,0.0,1.5,3.0,6.5,20.0,16.5,5.5,0.0,0.0,0.0,17.5,95.5,59.5,0.0,15.5,96.9,0.0,0.0,0.0,1.5,2.0,0.0,1.0,0.5,0.0,2.0,3.5,36.4,1301,1301,73994476.17946443
1301,Lenny Joseph,0,FRA,3,MF,Metz,Ligue 1,21,8.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.4,78.6,66.7,0.0,0.0,0.0,0.0,15.3,0.0,2.35,0.0,0.0,0.0,4.12,8.82,1.76,1.18,0.0,0.59,1.18,0.0,0.0,0.0,29.4,2.94,0.59,0.0,0.0,1.76,0.59,3.53,17.1,13.5,0.59,1.76,33.3,14.7,35.3,13.5,3.53,21.2,46.2,0.59,0.0,0.0,2.94,0.59,0.0,0.0,0.0,0.0,1.76,5.29,25.0,1302,1302,105664848.94712047
1302,Diogo Jota,5500000000,POR,3,N/A,Liverpool,Premier League,25,35.0,27.0,2364.0,0.57,3.46,1.25,36.3,0.16,11.8,0.0,0.0,0.0,21.6,73.7,79.6,80.4,58.0,0.15,1.18,0.08,29.3,0.0,5.93,0.27,0.61,0.0,8.14,18.8,1.37,3.31,0.53,0.53,0.57,0.27,0.38,21.3,22.4,0.72,0.11,0.0,0.65,2.02,0.57,3.92,18.4,23.7,1.22,2.78,43.8,30.3,151.9,94.5,1.83,32.9,63.0,0.11,0.0,0.0,1.52,1.71,0.19,0.61,0.0,0.0,1.41,3.65,27.8,1303,1303,4972119653.659294
1303,Stevan Joveti?,0,MNE,3,N/A,Hertha BSC,Bundesliga,32,18.0,13.0,1017.0,0.53,3.98,1.42,35.6,0.13,18.0,0.53,0.0,0.0,23.4,70.0,81.6,67.3,55.8,0.09,1.59,0.27,33.4,0.62,8.85,0.8,0.71,0.09,2.65,26.2,2.39,3.27,0.27,0.09,0.18,0.18,0.27,37.5,11.2,0.44,0.0,0.0,0.35,0.8,0.97,5.66,23.9,20.4,0.97,2.57,37.9,28.9,149.5,91.9,2.3,36.2,69.7,0.27,0.0,0.0,0.88,1.77,0.62,0.71,0.0,0.0,2.12,2.3,48.0,1304,1304,32551022.429803893
1304,Luka Jovi?,0,SRB,3,N/A,Real Madrid,La Liga,24,15.0,1.0,369.0,0.24,3.9,0.98,25.0,0.06,13.3,0.0,0.0,0.0,13.2,78.3,82.1,75.0,100.0,0.73,0.49,0.0,16.8,0.24,5.37,0.49,0.24,0.0,4.39,9.27,0.0,2.93,0.73,0.24,0.49,0.0,0.24,100.0,10.7,0.49,0.0,0.0,0.49,1.22,0.98,2.93,16.1,12.4,1.71,2.44,70.0,18.3,79.3,36.6,1.71,22.0,58.8,0.24,0.0,0.0,0.98,0.73,0.49,0.24,0.0,0.0,2.68,1.95,57.9,1305,1305,409108107.7733808
1305,Miguel Juan Llambrich,0,ESP,1,N/A,Espanyol,La Liga,26,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,73.5,80.0,76.2,0.0,0.0,0.0,0.0,61.3,1.25,8.75,1.25,0.0,0.0,12.5,38.8,6.25,0.0,0.0,2.5,1.25,0.0,1.25,100.0,11.3,3.75,0.0,0.0,2.5,6.25,5.0,33.8,31.3,15.0,2.5,3.75,66.7,43.8,193.8,86.3,0.0,43.8,92.1,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,3.75,0.0,1306,1306,150916604.67077532
1306,José Juan Macías,0,MEX,3,MF,Getafe,La Liga,22,7.0,2.0,201.0,0.0,1.82,0.0,0.0,0.0,18.2,0.0,0.0,0.0,13.6,66.7,72.0,78.6,25.0,0.0,0.0,0.0,20.5,0.0,4.09,0.0,1.82,0.0,1.82,14.5,1.36,0.91,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.91,0.0,0.0,0.0,0.0,0.45,2.27,16.8,17.3,1.36,3.18,42.9,25.0,85.9,28.2,2.73,26.4,57.4,0.45,0.0,0.0,0.45,5.0,1.82,1.82,0.0,0.0,2.27,3.18,41.7,1307,1307,250846780.79421806
1307,Juanmi,1500000000,ESP,3,N/A,Betis,La Liga,29,33.0,26.0,2131.0,0.68,2.32,1.27,54.5,0.29,13.5,0.0,0.0,0.0,17.6,80.2,86.2,84.6,64.9,0.17,0.38,0.17,21.9,0.13,4.22,0.55,0.38,0.04,2.24,16.8,1.22,1.94,0.25,0.46,0.97,0.55,0.68,28.1,19.4,1.18,0.13,0.0,0.72,2.7,1.01,5.11,14.7,15.9,1.1,1.81,60.5,22.4,110.3,55.2,1.56,22.2,63.8,0.21,0.0,0.0,1.9,0.84,0.76,0.38,0.0,0.0,1.14,2.15,34.6,1308,1308,1065020405.3776528
1308,Gideon Jung,0,GER,1,N/A,Greuther Fürth,Bundesliga,27,5.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,78.9,84.6,85.3,50.0,0.0,0.0,0.0,35.6,2.5,1.25,1.25,0.0,0.0,1.25,29.4,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,11.9,2.5,0.63,0.0,0.63,1.25,4.38,22.5,20.6,1.88,0.0,0.0,0.0,21.9,112.5,67.5,0.63,26.9,86.0,0.0,0.0,0.0,0.63,1.25,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1309,1309,95058228.34867905
1309,Flavio Junior Bianchi,0,ITA,3,MF,Genoa,Serie A,22,7.0,4.0,314.0,0.29,3.14,0.86,27.3,0.09,18.9,0.0,0.0,0.0,18.6,83.3,84.3,77.3,100.0,0.0,0.29,0.0,22.3,0.0,4.86,0.29,0.29,0.29,2.0,15.7,0.0,2.0,0.0,0.29,0.57,0.29,0.0,0.0,14.3,0.29,0.0,0.0,0.86,2.0,0.0,3.43,23.1,12.6,0.86,1.43,60.0,22.6,98.0,32.3,3.14,25.4,69.0,0.0,0.0,0.0,1.71,1.43,0.0,0.29,0.0,0.0,0.57,2.0,22.2,1310,1310,51159972.459898
1310,Hamed Junior Traorè,2200000000,CIV,3,MF,Sassuolo,Serie A,22,31.0,21.0,1775.0,0.36,2.59,1.12,43.1,0.14,16.3,0.0,0.0,0.0,32.7,78.3,87.8,84.2,54.1,0.1,1.78,0.2,41.7,0.46,7.92,1.83,1.37,2.34,5.43,35.4,1.57,3.45,0.36,0.46,0.71,0.61,0.46,24.3,20.7,1.32,0.2,0.0,1.27,3.05,0.91,9.59,27.8,25.0,2.49,4.82,51.6,46.4,292.0,173.3,2.39,41.3,86.2,0.15,0.0,0.0,1.78,1.73,0.15,1.37,0.0,0.0,0.3,0.81,27.3,1311,1311,2091696365.6142197
1311,Lago Junior,0,CIV,3,MF,Mallorca,La Liga,31,6.0,1.0,177.0,0.0,3.0,0.5,16.7,0.0,16.3,0.0,0.0,0.0,13.5,56.3,77.8,45.5,20.0,0.0,0.0,0.0,24.0,0.0,6.5,0.0,2.0,0.0,4.0,16.0,0.5,1.5,0.0,1.5,0.0,0.0,1.0,66.7,19.0,0.0,0.0,0.0,1.5,3.0,1.0,7.0,14.0,25.0,2.5,4.0,62.5,32.0,182.0,129.5,4.0,34.5,72.6,0.0,0.0,0.0,3.0,3.5,0.0,2.0,0.0,0.0,4.0,4.5,47.1,1312,1312,281254597.22080463
1312,Vinicius Júnior,0,BRA,3,N/A,Real Madrid,La Liga,21,35.0,30.0,2690.0,0.57,2.71,1.4,51.9,0.21,15.0,0.0,0.0,0.0,36.5,83.9,89.5,86.3,69.6,0.33,2.24,0.27,43.4,0.1,5.08,1.2,1.97,0.13,5.89,36.7,1.57,5.69,0.84,0.8,0.67,0.1,0.43,26.0,18.4,0.97,0.1,0.0,0.47,2.04,0.47,5.48,20.0,41.2,3.38,7.53,44.9,54.0,363.8,261.7,2.54,51.1,82.6,0.2,0.0,0.0,1.4,2.74,0.87,1.97,0.0,0.0,0.13,0.64,17.4,1313,1313,1580045731.1799648
1313,James Justin,2500000000,ENG,1,N/A,Leicester City,Premier League,24,13.0,11.0,998.0,0.0,0.45,0.09,20.0,0.0,10.6,0.0,0.0,0.0,47.2,80.2,92.0,83.9,44.3,0.0,0.81,0.27,58.8,0.63,8.29,0.99,0.99,0.0,10.8,35.4,1.89,1.44,0.09,1.26,1.08,0.45,0.81,50.0,16.3,2.52,0.45,0.0,2.43,5.23,4.05,25.9,31.9,18.4,0.36,1.08,33.3,40.3,160.1,93.2,1.26,42.3,91.3,0.0,0.0,0.0,0.72,1.26,0.09,0.99,0.0,0.0,1.53,1.53,50.0,1314,1314,853704767.7375263
